Thomas Robinson,9.93,2012,1242,.549,.512,.027,.462,.231,39,39,8.4,16.7,.505,8.2,16.2,.505,0.2,0.5,.500,5.2,7.7,.682,14.9,2.3,1.4,1.1,3.3,3.4,22.3
Damian Lillard,-3.65,2012,1105,.635,.562,.465,.519,.291,32,32,8.4,17.9,.467,5.0,9.6,.517,3.4,8.3,.409,8.3,9.3,.887,5.8,4.6,1.7,0.3,2.7,2.2,28.4
Harrison Barnes,7.07,2012,1111,.528,.487,.263,.374,.181,38,37,8.2,18.8,.440,6.5,13.8,.469,1.8,4.9,.358,5.1,7.0,.723,7.1,1.5,1.5,0.5,2.7,2.4,23.3
Terrence Ross,5.27,2012,1088,.558,.534,.413,.200,.178,35,35,7.9,17.3,.457,5.3,10.1,.518,2.6,7.1,.371,2.6,3.5,.766,8.3,1.8,1.6,1.2,2.6,3.6,21.1
Andre Drummond,8.07,2012,967,.509,.538,.007,.301,.121,34,30,6.5,12.1,.538,6.5,12.0,.541,0.0,0.1,.000,1.1,3.6,.295,10.6,0.6,1.2,3.8,2.2,3.1,14.1
Austin Rivers,8.40,2012,1129,.538,.505,.396,.458,.124,34,33,6.2,14.2,.433,4.1,8.6,.477,2.1,5.6,.365,4.3,6.5,.658,4.1,2.5,1.2,0.0,2.8,2.7,18.7
Meyers Leonard,7.99,2012,1018,.618,.586,.038,.436,.182,32,29,6.7,11.4,.584,6.6,11.0,.604,0.0,0.4,.091,3.7,5.0,.732,10.3,1.7,0.6,2.4,2.7,3.7,17.1
Jeremy Lamb,8.07,2012,1266,.589,.556,.465,.267,.165,34,34,6.9,14.3,.478,4.6,7.7,.601,2.2,6.7,.336,3.1,3.8,.810,5.2,1.8,1.3,0.7,2.1,1.8,19.1
Kendall Marshall,7.07,2012,1189,.558,.529,.351,.351,.147,36,35,3.5,7.6,.467,2.6,4.9,.527,0.9,2.7,.354,1.9,2.7,.696,3.2,11.8,1.4,0.2,3.4,1.9,9.9
John Henson,7.07,2012,1019,.505,.500,.000,.329,.195,35,34,8.0,16.1,.500,8.0,16.1,.500,0.0,0.0,,2.7,5.3,.511,13.7,1.7,0.8,4.0,1.8,2.2,18.8
Maurice Harkless,6.98,2012,1155,.504,.472,.185,.326,.109,32,32,6.7,14.8,.452,6.1,12.1,.506,0.6,2.7,.215,3.3,4.8,.676,9.6,1.6,1.8,1.6,2.8,2.6,17.2
Tyler Zeller,7.07,2012,1070,.616,.553,.000,.563,.265,38,38,8.2,14.9,.553,8.2,14.9,.553,0.0,0.0,,6.8,8.4,.808,13.6,1.3,1.3,2.2,2.7,3.8,23.2
Terrence Jones,7.93,2012,1115,.547,.523,.138,.446,.209,38,34,6.3,12.7,.500,5.8,10.9,.528,0.6,1.8,.327,3.6,5.7,.627,9.8,1.8,1.8,2.4,2.2,3.3,16.8
Andrew Nicholson,2.84,2012,962,.638,.601,.138,.429,.240,32,32,9.1,16.0,.571,8.2,13.8,.593,1.0,2.2,.434,5.3,6.9,.776,11.2,1.4,0.9,2.6,3.3,3.7,24.6
Jared Sullinger,9.07,2012,1123,.591,.538,.091,.519,.280,37,36,8.1,15.6,.519,7.6,14.2,.531,0.6,1.4,.400,6.2,8.1,.768,12.1,1.6,1.5,1.4,2.5,3.9,23.0
John Jenkins,8.04,2012,1177,.656,.620,.666,.334,.223,35,35,7.4,15.6,.474,2.8,5.2,.542,4.6,10.4,.439,4.4,5.2,.837,3.4,1.4,1.0,0.4,1.9,1.4,23.7
Jared Cunningham,3.38,2012,1245,.568,.507,.336,.614,.162,36,35,6.4,14.1,.450,4.8,9.4,.507,1.6,4.8,.338,6.4,8.7,.737,4.4,3.2,2.9,0.5,3.3,2.8,20.7
Tony Wroten,5.27,2012,1062,.488,.453,.125,.591,.120,35,27,7.5,16.8,.443,7.1,14.7,.483,0.3,2.1,.161,5.8,9.9,.583,6.6,4.9,2.5,0.5,5.0,3.5,21.1
Miles Plumlee,8.40,2012,697,.621,.610,.000,.521,.177,34,16,5.1,8.4,.610,5.1,8.4,.610,0.0,0.0,,2.8,4.4,.632,13.9,1.0,1.0,1.8,2.4,4.5,13.0
Arnett Moultrie,,2012,1073,.610,.561,.055,.485,.186,30,30,6.7,12.2,.549,6.4,11.6,.555,0.3,0.7,.444,4.6,5.9,.780,11.7,1.3,0.9,0.9,2.7,2.5,18.3
Perry Jones,8.03,2012,1013,.539,.514,.091,.280,.167,33,33,7.2,14.4,.500,6.8,13.1,.520,0.4,1.3,.303,2.8,4.0,.696,10.0,1.7,1.1,0.8,2.2,3.0,17.6
Marquis Teague,7.93,2012,1303,.491,.449,.227,.338,.108,40,40,4.5,10.8,.412,3.7,8.3,.438,0.8,2.5,.325,2.6,3.7,.714,3.1,5.9,1.1,0.3,3.3,2.8,12.3
Festus Ezeli,8.04,2012,603,.567,.539,.000,.842,.140,26,22,5.9,10.9,.539,5.9,10.9,.539,0.0,0.0,,5.6,9.2,.604,10.2,0.5,0.7,3.4,3.8,5.4,17.4
Anthony Bennett,5.71,2013,950,.609,.580,.253,.467,.238,35,31,8.5,16.0,.533,7.0,11.9,.587,1.5,4.0,.375,5.2,7.5,.701,12.0,1.4,1.0,1.8,2.7,3.4,23.7
Victor Oladipo,8.38,2013,1021,.671,.648,.224,.428,.264,36,36,7.1,11.9,.599,6.0,9.2,.644,1.2,2.7,.441,3.8,5.1,.746,8.9,2.9,3.1,1.1,3.3,3.5,19.2
Otto Porter,7.59,2013,1097,.590,.541,.291,.449,.260,31,30,6.1,12.8,.480,4.6,9.0,.504,1.6,3.7,.422,4.4,5.7,.777,8.5,3.1,2.1,1.0,1.7,2.2,18.3
Cody Zeller,8.38,2013,1062,.624,.564,.006,.734,.274,36,36,7.5,13.3,.564,7.5,13.2,.567,0.0,0.1,.000,7.4,9.8,.757,10.9,1.8,1.4,1.7,3.1,3.0,22.4
Alex Len,4.66,2013,1004,.570,.535,.025,.472,.200,38,37,6.9,12.9,.534,6.9,12.6,.544,0.0,0.3,.125,4.2,6.1,.686,11.9,1.5,0.3,3.1,2.4,4.0,18.0
Nerlens Noel,5.78,2013,765,.583,.590,.000,.627,.206,24,24,5.1,8.7,.590,5.1,8.7,.590,0.0,0.0,,2.9,5.4,.529,11.9,2.0,2.6,5.5,2.4,3.2,13.1
Ben McLemore,7.54,2013,1191,.633,.586,.435,.345,.217,37,36,6.6,13.4,.495,4.2,7.6,.553,2.5,5.8,.420,4.0,4.6,.870,6.4,2.5,1.2,0.8,2.6,2.3,19.8
Kentavious Caldwell-Pope,6.09,2013,1086,.579,.530,.523,.393,.230,32,30,6.9,15.8,.433,3.8,7.6,.498,3.1,8.3,.373,5.0,6.2,.799,8.3,2.1,2.4,0.6,2.4,2.6,21.8
Trey Burke,10.05,2013,1378,.569,.530,.354,.296,.249,39,39,7.5,16.3,.463,5.3,10.5,.506,2.2,5.7,.384,3.9,4.8,.801,3.6,7.5,1.8,0.6,2.5,2.1,21.1
C.J. McCollum,-3.01,2013,372,.628,.580,.330,.376,.261,12,11,10.3,20.9,.495,6.8,14.0,.485,3.5,6.9,.516,6.7,7.8,.849,6.5,3.8,1.8,0.4,3.4,2.3,30.9
Michael Carter-Williams,8.57,2013,1409,.491,.438,.302,.472,.174,40,40,4.4,11.2,.393,3.4,7.8,.436,1.0,3.4,.294,3.7,5.3,.694,5.6,8.3,3.1,0.6,3.9,2.6,13.5
Steven Adams,5.63,2013,749,.555,.571,.000,.400,.185,32,32,5.3,9.3,.571,5.3,9.3,.571,0.0,0.0,,1.7,3.7,.443,10.8,1.1,1.1,3.5,1.9,2.8,12.3
Kelly Olynyk,4.18,2013,845,.675,.642,.088,.497,.315,32,27,10.2,16.2,.629,9.8,14.8,.660,0.4,1.4,.300,6.2,8.0,.776,11.1,2.6,1.0,1.7,3.6,3.4,27.0
Shabazz Muhammad,7.82,2013,987,.528,.487,.232,.395,.149,32,30,8.2,18.5,.443,6.6,14.2,.463,1.6,4.3,.377,5.2,7.3,.711,6.8,1.1,0.9,0.2,2.1,2.1,23.2
Shane Larkin,7.88,2013,1311,.600,.569,.445,.293,.199,36,35,5.6,11.7,.479,3.5,6.5,.538,2.1,5.2,.406,2.7,3.4,.777,4.2,5.0,2.2,0.1,2.5,1.8,15.9
Tony Snell,6.63,2013,1093,.562,.516,.481,.299,.133,35,35,5.3,12.5,.422,2.9,6.5,.452,2.3,6.0,.390,3.1,3.7,.843,3.4,3.7,1.1,0.6,2.6,1.7,16.0
Gorgui Dieng,9.13,2013,1026,.562,.534,.000,.479,.219,33,32,4.9,9.1,.534,4.9,9.1,.534,0.0,0.0,,2.8,4.4,.652,12.1,2.6,1.7,3.2,2.3,3.3,12.6
Mason Plumlee,9.54,2013,1248,.628,.599,.000,.688,.220,36,36,7.1,11.8,.599,7.1,11.8,.599,0.0,0.0,,5.5,8.1,.681,11.5,2.2,1.2,1.7,3.3,2.9,19.7
Solomon Hill,7.47,2013,1154,.579,.541,.423,.359,.176,35,35,5.5,12.0,.458,3.5,6.9,.508,2.0,5.1,.390,3.3,4.3,.766,6.5,3.3,1.4,0.7,2.7,2.6,16.2
Tim Hardaway,10.05,2013,1324,.538,.516,.424,.241,.136,38,38,6.1,13.9,.437,3.9,8.0,.483,2.2,5.9,.374,2.3,3.4,.694,5.3,2.8,0.8,0.5,2.1,2.2,16.7
Reggie Bullock,8.01,2013,1100,.625,.607,.567,.205,.207,35,35,6.3,12.9,.483,3.1,5.6,.545,3.2,7.3,.436,2.0,2.7,.767,8.2,3.7,1.6,0.4,1.6,1.8,17.7
Andre Roberson,7.95,2013,1036,.524,.515,.211,.356,.166,31,30,5.1,10.6,.480,4.4,8.4,.521,0.7,2.2,.328,2.1,3.8,.551,13.4,1.7,2.6,1.6,2.9,3.0,13.0
Archie Goodwin,5.78,2013,1048,.509,.464,.179,.594,.117,33,33,6.0,13.6,.440,5.3,11.2,.478,0.6,2.4,.266,5.2,8.1,.637,5.8,3.4,1.4,0.6,3.9,3.7,17.8
Andrew Wiggins,11.40,2014,1148,.563,.499,.299,.538,.170,35,35,6.6,14.7,.448,5.1,10.3,.493,1.5,4.4,.341,6.1,7.9,.775,7.1,1.9,1.4,1.2,2.8,3.3,20.8
Jabari Parker,8.48,2014,1074,.558,.511,.212,.429,.205,35,35,8.8,18.6,.473,7.4,14.6,.504,1.4,3.9,.358,6.0,8.0,.748,11.4,1.5,1.4,1.6,3.0,3.1,25.0
Joel Embiid,11.40,2014,647,.655,.629,.029,.836,.213,28,20,6.6,10.6,.626,6.6,10.3,.639,0.1,0.3,.200,6.1,8.8,.685,14.0,2.3,1.5,4.5,4.1,5.8,19.4
Aaron Gordon,9.04,2014,1187,.503,.516,.118,.471,.183,38,38,6.4,12.9,.495,5.8,11.4,.513,0.5,1.5,.356,2.6,6.1,.422,10.2,2.5,1.1,1.3,1.9,3.0,15.8
Marcus Smart,8.34,2014,1014,.552,.486,.425,.648,.220,31,31,6.4,15.2,.422,4.5,8.8,.514,1.9,6.5,.299,7.2,9.9,.728,7.2,5.8,3.5,0.7,3.2,3.6,22.0
Julius Randle,9.89,2014,1233,.567,.505,.046,.739,.191,40,40,6.4,12.7,.501,6.3,12.1,.517,0.1,0.6,.167,6.6,9.4,.706,13.5,1.8,0.6,1.0,3.3,3.0,19.4
Nik Stauskas,9.65,2014,1281,.642,.586,.528,.518,.193,36,36,5.8,12.3,.470,2.9,5.8,.500,2.9,6.5,.442,5.2,6.4,.824,3.3,3.7,0.6,0.3,2.1,1.5,19.7
Noah Vonleh,6.64,2014,794,.604,.560,.153,.620,.182,30,29,5.7,10.9,.523,4.9,9.2,.530,0.8,1.7,.485,4.8,6.8,.716,13.6,0.9,1.3,2.1,3.2,4.1,17.0
Elfrid Payton,-0.28,2014,1258,.551,.524,.116,.648,.177,35,34,7.5,14.8,.509,7.1,13.1,.541,0.4,1.7,.259,5.9,9.6,.609,6.7,6.6,2.5,0.7,4.0,2.6,21.4
Doug McDermott,7.17,2014,1181,.644,.603,.341,.329,.261,35,35,11.2,21.2,.526,7.9,14.0,.567,3.3,7.2,.449,6.0,7.0,.864,8.3,1.9,0.3,0.2,2.1,2.3,31.6
Zach LaVine,7.62,2014,904,.545,.524,.444,.236,.111,37,1,5.6,12.7,.441,3.5,7.1,.494,2.1,5.7,.375,2.1,3.0,.691,4.2,2.9,1.5,0.3,1.9,3.2,15.4
T.J. Warren,7.44,2014,1238,.574,.548,.178,.347,.209,35,35,11.1,21.1,.525,10.0,17.3,.580,1.0,3.7,.267,5.0,7.3,.690,8.1,1.3,2.0,0.7,2.7,3.1,28.1
Adreian Payne,9.38,2014,870,.607,.565,.294,.390,.200,31,28,8.2,16.3,.503,6.2,11.5,.536,2.0,4.8,.423,5.0,6.3,.790,10.3,1.9,0.7,1.3,2.9,3.7,23.4
James Young,9.89,2014,1296,.536,.498,.522,.393,.145,40,39,5.6,13.9,.407,3.1,6.6,.470,2.5,7.3,.349,3.9,5.5,.706,5.3,2.1,0.9,0.2,2.3,2.6,17.7
Tyler Ennis,7.25,2014,1215,.511,.453,.236,.414,.180,34,34,4.9,11.9,.411,3.9,9.1,.429,1.0,2.8,.353,3.8,4.9,.765,3.8,6.2,2.3,0.2,1.9,2.3,14.5
Gary Harris,9.38,2014,1131,.561,.518,.505,.312,.188,35,34,6.9,16.1,.429,4.0,8.0,.507,2.9,8.1,.352,4.1,5.0,.810,5.0,3.3,2.2,0.5,2.1,2.6,20.7
Mitch McGary,9.65,2014,198,.572,.545,.036,.436,.208,8,4,6.1,11.1,.545,6.1,10.7,.566,0.0,0.4,.000,3.2,4.8,.667,13.3,2.4,3.0,1.2,2.6,5.1,15.4
Jordan Adams,7.62,2014,1082,.603,.545,.340,.441,.237,36,36,7.7,15.9,.485,5.8,10.5,.551,1.9,5.4,.356,5.8,7.0,.836,7.1,3.1,3.5,0.2,2.0,2.9,23.1
Rodney Hood,,2014,1150,.590,.550,.410,.328,.170,35,33,6.6,14.3,.464,4.2,8.5,.494,2.5,5.9,.420,3.8,4.7,.807,4.8,2.6,0.9,0.3,1.9,3.2,19.5
Shabazz Napier,8.62,2014,1404,.591,.517,.433,.480,.226,40,40,6.1,14.1,.429,3.6,8.0,.448,2.5,6.1,.405,5.9,6.8,.870,6.7,5.6,2.1,0.4,3.2,2.4,20.5
P.J. Hairston,8.01,2014,804,.586,.551,.610,.306,.228,34,14,7.9,18.4,.431,3.5,7.2,.486,4.4,11.2,.396,4.4,5.6,.779,7.3,2.3,2.1,0.7,1.9,3.2,24.6
C.J. Wilcox,6.45,2014,1116,.598,.556,.529,.271,.159,32,31,7.1,15.6,.453,3.8,7.3,.522,3.2,8.2,.391,3.7,4.2,.873,4.3,2.9,1.1,1.1,1.9,2.7,21.0
Josh Huestis,9.00,2014,1266,.510,.488,.223,.295,.126,36,36,4.9,10.9,.451,4.1,8.5,.483,0.8,2.4,.338,2.0,3.2,.627,9.3,1.4,0.7,2.2,1.4,2.4,12.7
Kyle Anderson,7.62,2014,1196,.566,.517,.154,.493,.189,36,36,6.1,12.6,.480,5.1,10.7,.480,0.9,1.9,.483,4.6,6.2,.737,10.5,7.8,2.1,0.9,3.7,2.0,17.6
Karl-Anthony Towns,8.67,2015,822,.627,.570,.031,.523,.311,39,39,7.1,12.5,.566,7.0,12.1,.577,0.1,0.4,.250,5.3,6.5,.813,12.7,2.1,0.9,4.3,2.6,5.6,19.5
D'Angelo Russell,7.37,2015,1188,.573,.541,.449,.303,.229,35,34,7.8,17.3,.449,4.6,9.6,.479,3.2,7.8,.411,4.0,5.3,.756,6.7,5.9,1.9,0.4,3.4,2.5,22.7
Jahlil Okafor,9.87,2015,1143,.641,.664,.000,.462,.235,38,38,9.8,14.7,.664,9.8,14.7,.664,0.0,0.0,,3.5,6.8,.510,11.3,1.7,1.0,1.9,3.3,2.8,23.0
Willie Cauley-Stein,8.67,2015,1012,.588,.572,.000,.542,.239,39,38,5.3,9.3,.572,5.3,9.3,.572,0.0,0.0,,3.1,5.1,.617,9.9,1.5,1.9,2.6,1.9,3.1,13.8
Stanley Johnson,7.41,2015,1081,.551,.501,.297,.456,.212,38,37,6.4,14.4,.446,4.8,10.1,.478,1.6,4.3,.371,4.9,6.6,.742,9.1,2.3,2.1,0.6,3.0,3.7,19.4
Frank Kaminsky,10.29,2015,1311,.628,.590,.207,.410,.299,39,39,8.1,14.9,.547,6.9,11.8,.581,1.3,3.1,.416,4.8,6.1,.780,9.8,3.1,1.0,1.7,1.9,2.0,22.3
Justise Winslow,9.87,2015,1135,.572,.551,.309,.438,.196,39,39,6.1,12.5,.486,4.5,8.7,.516,1.6,3.9,.418,3.5,5.5,.641,8.9,2.9,1.8,1.2,2.5,3.8,17.3
Myles Turner,9.07,2015,755,.556,.488,.241,.436,.213,34,7,6.2,13.6,.455,5.3,10.3,.513,0.9,3.3,.274,5.0,5.9,.839,11.8,1.1,0.5,4.7,2.5,4.3,18.3
Trey Lyles,8.67,2015,828,.543,.496,.121,.425,.213,36,21,5.7,11.6,.488,5.5,10.2,.536,0.2,1.4,.138,3.6,4.9,.735,9.1,1.8,0.9,0.8,2.0,2.8,15.1
Devin Booker,8.67,2015,816,.600,.571,.491,.223,.219,38,0,6.6,14.1,.470,3.8,7.2,.527,2.8,6.9,.411,2.6,3.1,.828,3.7,2.1,0.8,0.1,1.8,2.8,18.7
Cameron Payne,-2.81,2015,1127,.573,.534,.415,.315,.258,35,35,8.7,19.1,.456,5.7,11.1,.513,3.0,7.9,.377,4.7,6.0,.787,4.6,7.4,2.4,0.6,3.1,2.6,25.1
Kelly Oubre,12.13,2015,756,.555,.512,.383,.444,.180,36,27,5.8,13.1,.444,4.0,8.1,.497,1.8,5.0,.358,4.2,5.8,.718,9.5,1.5,2.2,0.7,2.3,3.8,17.6
Terry Rozier,8.98,2015,1260,.509,.457,.301,.338,.191,36,35,6.8,16.5,.411,5.3,11.6,.456,1.5,5.0,.306,4.4,5.6,.790,6.3,3.4,2.3,0.2,2.5,2.0,19.5
Rashad Vaughn,3.38,2015,742,.547,.521,.430,.299,.132,23,23,7.8,17.7,.439,4.9,10.1,.481,2.9,7.6,.383,3.7,5.3,.694,6.0,1.9,1.0,0.4,2.7,2.9,22.1
Sam Dekker,10.29,2015,1239,.605,.586,.372,.278,.225,40,40,6.9,13.1,.525,5.3,8.2,.639,1.6,4.9,.331,2.6,3.6,.708,7.1,1.6,0.7,0.6,1.2,1.4,17.9
Jerian Grant,7.02,2015,1408,.592,.536,.370,.511,.218,38,38,5.8,12.1,.478,4.4,7.6,.572,1.4,4.5,.316,4.8,6.2,.780,3.3,7.2,1.8,0.5,2.3,2.1,17.8
Delon Wright,7.42,2015,1165,.619,.549,.225,.565,.289,35,35,5.7,11.1,.509,4.8,8.6,.554,0.9,2.5,.356,5.3,6.3,.836,5.9,6.1,2.5,1.2,2.3,1.7,17.5
Justin Anderson,7.81,2015,724,.610,.572,.471,.371,.241,26,22,5.7,12.2,.466,3.1,6.5,.479,2.6,5.7,.452,3.5,4.5,.780,5.8,2.5,0.9,0.8,1.7,1.7,17.5
Bobby Portis,6.79,2015,1076,.582,.552,.064,.335,.227,36,36,9.3,17.3,.536,8.8,16.2,.541,0.5,1.1,.467,4.3,5.8,.737,11.9,1.6,1.4,1.9,2.1,2.9,23.4
Rondae Hollis-Jefferson,7.41,2015,1090,.573,.513,.105,.745,.218,38,25,5.1,10.1,.502,4.8,9.0,.537,0.2,1.1,.207,5.3,7.5,.707,9.5,2.2,1.6,1.2,2.2,3.4,15.7
Tyus Jones,9.87,2015,1322,.575,.489,.383,.500,.196,39,39,4.1,9.8,.417,2.7,6.1,.440,1.4,3.8,.379,4.4,4.9,.889,4.1,6.6,1.8,0.1,2.3,1.4,13.9
Jarell Martin,5.63,2015,1159,.565,.526,.131,.511,.174,33,32,7.0,13.7,.509,6.5,11.9,.545,0.5,1.8,.269,4.8,7.0,.690,10.5,2.0,1.3,0.8,3.2,3.2,19.3
Larry Nance Jr.,-0.04,2015,1082,.581,.533,.117,.403,.199,31,30,6.8,13.3,.514,6.3,11.8,.538,0.5,1.6,.333,4.2,5.4,.786,8.3,2.8,1.4,1.4,2.6,2.6,18.4
R.J. Hunter,-2.03,2015,1294,.552,.473,.510,.447,.215,35,35,6.3,15.9,.395,3.8,7.8,.488,2.5,8.1,.305,6.2,7.1,.878,5.1,3.9,2.3,1.1,2.4,2.6,21.3
Chris McCullough,7.68,2015,450,.508,.482,.009,.628,.126,16,16,4.8,10.0,.478,4.7,10.0,.473,0.1,0.1,1.000,3.6,6.3,.563,9.8,1.6,2.4,2.9,3.1,3.6,13.2
Kevon Looney,8.27,2015,1113,.532,.505,.165,.458,.172,36,36,5.4,11.5,.470,4.6,9.6,.481,0.8,1.9,.415,3.3,5.3,.626,11.9,1.8,1.7,1.2,1.6,3.7,15.0
Brandon Ingram,10.59,2016,1246,.552,.525,.403,.351,.157,36,34,6.9,15.5,.442,4.3,9.3,.464,2.6,6.3,.410,3.7,5.5,.682,7.8,2.3,1.3,1.6,2.3,2.4,20.0
Jaylen Brown,7.87,2016,939,.518,.471,.270,.574,.117,34,34,6.9,16.1,.431,5.7,11.8,.482,1.3,4.3,.294,6.0,9.2,.654,7.8,2.9,1.2,0.9,4.5,4.6,21.2
Kris Dunn,8.46,2016,1088,.541,.499,.275,.462,.166,33,32,6.8,15.1,.448,5.2,11.0,.477,1.5,4.2,.372,4.9,7.0,.695,6.5,7.6,3.0,0.7,4.3,3.4,19.9
Buddy Hield,11.14,2016,1309,.665,.623,.536,.333,.232,37,37,9.2,18.4,.501,4.7,8.5,.552,4.5,9.8,.457,5.4,6.1,.880,6.5,2.3,1.3,0.6,3.5,2.3,28.3
Jamal Murray,8.84,2016,1267,.590,.559,.515,.283,.194,36,36,7.7,17.0,.454,4.1,8.2,.502,3.6,8.7,.408,3.8,4.8,.783,5.9,2.5,1.1,0.3,2.7,2.4,22.7
Marquese Chriss,8.12,2016,848,.585,.561,.178,.382,.148,34,34,8.4,15.9,.530,7.5,13.1,.568,1.0,2.8,.350,4.2,6.1,.682,8.6,1.2,1.5,2.6,3.3,6.5,22.0
Jakob Poeltl,8.79,2016,1093,.665,.646,.000,.674,.251,36,36,8.3,12.9,.646,8.3,12.9,.646,0.0,0.0,,6.0,8.7,.689,12.0,2.6,0.8,2.0,2.7,3.0,22.7
Domantas Sabonis,4.23,2016,1149,.654,.618,.036,.499,.260,36,31,8.3,13.6,.611,8.1,13.1,.621,0.2,0.5,.357,5.2,6.8,.769,14.8,2.2,0.8,1.1,3.2,4.0,22.0
Taurean Prince,9.76,2016,1040,.537,.493,.339,.337,.148,34,34,7.2,16.7,.432,5.2,11.0,.469,2.0,5.7,.361,4.3,5.6,.774,7.9,3.0,1.7,1.0,3.5,3.3,20.8
Denzel Valentine,6.94,2016,1022,.608,.579,.527,.214,.284,31,30,8.0,17.4,.462,4.0,8.2,.481,4.1,9.2,.444,3.2,3.7,.853,9.1,9.4,1.3,0.3,3.3,2.0,23.3
Wade Baldwin,8.68,2016,1002,.571,.492,.320,.614,.179,33,30,5.4,12.6,.427,3.8,8.6,.437,1.6,4.0,.406,6.2,7.7,.799,5.3,6.9,1.6,0.4,3.6,3.4,18.6
Henry Ellenson,5.57,2016,1107,.534,.480,.239,.439,.143,33,33,7.0,15.7,.446,5.9,12.0,.495,1.1,3.8,.288,5.2,6.9,.749,11.6,2.1,1.0,1.8,2.8,3.0,20.3
Malik Beasley,8.16,2016,1014,.583,.541,.361,.326,.158,34,33,7.3,15.5,.471,5.1,9.9,.518,2.2,5.6,.387,4.1,5.0,.813,7.1,2.0,1.3,0.2,2.3,3.0,20.9
Caris LeVert,7.92,2016,464,.636,.596,.401,.420,.243,15,14,7.1,14.0,.506,4.6,8.4,.546,2.5,5.6,.446,4.7,5.9,.794,6.9,6.4,1.3,0.3,2.2,1.6,21.3
DeAndre Bembry,4.93,2016,1341,.539,.513,.258,.358,.174,36,35,7.1,14.8,.479,6.1,11.0,.553,1.0,3.8,.266,3.5,5.3,.657,8.3,4.8,1.5,0.9,2.2,2.6,18.7
Malachi Richardson,9.75,2016,1272,.510,.465,.544,.381,.104,37,37,4.8,13.0,.369,2.3,5.9,.388,2.5,7.0,.353,3.6,4.9,.720,5.0,2.4,1.3,0.3,2.5,2.9,15.6
Brice Johnson,10.69,2016,1121,.653,.617,.000,.417,.272,40,39,10.2,16.6,.617,10.2,16.6,.617,0.0,0.0,,5.5,6.9,.794,14.8,2.1,1.5,2.1,2.5,3.8,26.0
Pascal Siakam,-3.54,2016,1176,.569,.542,.029,.396,.265,34,34,9.4,17.3,.539,9.3,16.8,.549,0.1,0.5,.200,4.7,6.9,.678,13.4,2.0,1.2,2.6,2.3,3.1,23.5
Skal Labissiere,8.84,2016,567,.540,.516,.011,.326,.142,36,18,6.9,13.4,.516,6.9,13.3,.521,0.0,0.1,.000,2.9,4.4,.661,8.0,0.8,0.6,4.2,2.3,7.6,16.7
Dejounte Murray,8.12,2016,1139,.485,.451,.243,.342,.098,34,34,7.1,17.1,.416,5.9,12.9,.457,1.2,4.1,.288,3.9,5.8,.663,7.1,5.3,2.2,0.4,3.9,3.2,19.2
Damian Jones,8.68,2016,866,.584,.590,.010,.538,.175,33,33,8.5,14.4,.590,8.5,14.3,.595,0.0,0.1,.000,4.2,7.8,.536,10.5,1.8,0.4,2.5,3.0,5.0,21.2
