Wesley Johnson,10.2,8.0,.030,.021,-1.6,-1.6,0.2,0.1,2010
DeMarcus Cousins,14.6,21.7,.022,.104,-1.4,-0.3,0.4,0.8,2010
Ekpe Udoh,9.7,12.5,.032,.077,-2.0,0.2,0.0,0.7,2010
Greg Monroe,18.0,22.0,.143,.161,2.5,3.8,2.5,3.1,2010
Al-Farouq Aminu,9.6,10.6,.022,.044,-3.0,-1.3,-0.4,0.2,2010
Gordon Hayward,10.7,15.5,.048,.116,-2.8,1.9,-0.2,2.0,2010
Paul George,13.0,16.5,.091,.148,0.0,3.9,0.6,2.9,2010
Cole Aldrich,7.0,17.7,.066,.176,-0.8,0.3,0.0,0.1,2010
Xavier Henry,7.0,9.2,.021,.015,-6.0,-4.6,-0.5,-0.5,2010
Ed Davis,15.8,14.2,.119,.121,0.3,0.9,0.9,1.1,2010
Patrick Patterson,16.7,11.5,.134,.052,0.5,-2.9,0.5,-0.3,2010
Larry Sanders,11.0,13.3,.057,.072,-3.2,1.5,-0.3,0.6,2010
Luke Babbitt,1.0,11.3,-0.143,.064,-12.0,-3.4,-0.3,-0.2,2010
Eric Bledsoe,10.8,11.2,.008,.022,-2.0,-0.9,0.0,0.1,2010
Avery Bradley,2.2,11.3,-0.139,.085,-9.7,-1.3,-0.3,0.2,2010
James Anderson,8.5,8.8,.051,.040,-3.4,-3.6,-0.1,-0.2,2010
Craig Brackins,0.1,4.3,-0.154,-0.065,-11.5,-8.1,-0.1,-0.1,2010
Elliot Williams,18.8,8.7,.105,.014,-1.4,-5.7,0.0,-1.1,2010
Trevor Booker,15.3,15.4,.119,.113,-0.7,0.3,0.3,0.7,2010
Damion James,10.1,6.1,.015,-0.043,-3.4,-6.3,-0.1,-0.2,2010
Dominique Jones,10.6,11.8,.007,.044,-3.4,-2.9,0.0,-0.1,2010
Quincy Pondexter,8.5,9.4,.060,.082,-2.8,-1.9,-0.1,0.0,2010
Jordan Crawford,11.8,7.6,-0.026,-0.090,-3.8,-7.5,-0.5,-0.2,2010
Greivis Vasquez,9.4,14.2,.030,.064,-4.6,-1.6,-0.6,0.2,2010
Daniel Orton,12.7,14.0,.129,.135,1.2,-1.3,0.2,0.0,2010
Lazar Hayward,10.8,3.1,.035,-0.040,-3.6,-8.0,-0.2,-0.2,2010
Kyrie Irving,21.4,21.4,.125,.125,3.3,3.3,2.1,2.8,2011
Derrick Williams,12.9,14.5,.059,.076,-3.1,-3.7,-0.4,-0.8,2011
Tristan Thompson,13.3,16.1,.038,.098,-4.2,-0.5,-0.8,1.0,2011
Brandon Knight,11.7,12.0,.029,.022,-1.9,-2.1,0.0,-0.1,2011
Kemba Walker,14.9,18.8,.009,.080,-1.2,1.5,0.3,2.5,2011
Jimmer Fredette,10.8,14.6,.012,.052,-4.4,-3.6,-0.7,-0.4,2011
Klay Thompson,14.9,12.7,.050,.070,-1.9,-0.1,0.1,1.4,2011
Alec Burks,14.0,11.5,.076,.044,-2.5,-2.7,-0.1,-0.2,2011
Markieff Morris,12.1,12.6,.059,.044,-0.6,-1.0,0.4,0.5,2011
Marcus Morris,3.8,11.3,-0.083,.058,-10.0,-1.9,-0.3,0.0,2011
Kawhi Leonard,16.6,16.4,.171,.166,4.3,3.9,2.4,2.7,2011
Nikola Vucevic,14.3,17.8,.109,.106,-2.1,0.4,0.0,1.6,2011
Iman Shumpert,10.8,11.7,.068,.094,0.1,0.6,0.9,0.7,2011
Chris Singleton,8.3,7.8,.052,.028,-1.0,-3.3,0.4,-0.3,2011
Tobias Harris,14.2,16.0,.087,.089,-3.5,-0.8,-0.2,0.4,2011
Nolan Smith,7.8,7.1,-0.029,-0.082,-5.4,-8.6,-0.5,-0.5,2011
Kenneth Faried,21.9,18.5,.212,.167,3.4,2.2,1.4,2.4,2011
Reggie Jackson,9.2,14.2,.011,.121,-3.9,-0.8,-0.2,0.3,2011
MarShon Brooks,12.9,13.5,.022,.068,-2.5,-2.2,-0.2,0.0,2011
Jordan Hamilton,13.9,16.9,.055,.100,-2.4,-1.0,0.0,0.1,2011
Norris Cole,7.9,7.9,.000,.019,-5.9,-4.5,-1.2,-1.0,2011
Cory Joseph,6.9,13.5,.001,.113,-4.8,-0.5,-0.2,0.1,2011
Jimmy Butler,12.5,15.2,.144,.158,-1.3,1.9,0.1,2.1,2011
Anthony Davis,21.7,26.5,.159,.212,2.3,4.5,2.0,3.9,2012
Michael Kidd-Gilchrist,14.0,12.0,.051,.098,-2.2,-0.9,-0.1,0.4,2012
Bradley Beal,13.6,14.3,.082,.076,-0.1,-1.1,0.9,0.5,2012
Dion Waiters,13.7,14.0,.026,.037,-3.2,-2.1,-0.5,0.0,2012
Thomas Robinson,10.9,10.6,-0.002,-0.010,-4.5,-4.8,-0.7,-0.6,2012
Damian Lillard,16.4,18.6,.088,.157,0.3,2.7,1.9,3.5,2012
Harrison Barnes,11.0,9.8,.065,.070,-2.4,-1.4,-0.2,0.3,2012
Terrence Ross,10.4,12.0,.034,.094,-2.9,-0.1,-0.3,1.0,2012
Andre Drummond,21.6,22.6,.172,.182,2.4,1.6,1.4,2.4,2012
Austin Rivers,5.9,11.6,-0.038,.023,-5.6,-3.9,-1.3,-0.7,2012
Meyers Leonard,12.1,9.4,.097,.086,-2.6,-3.3,-0.2,-0.1,2012
Jeremy Lamb,11.2,13.4,.058,.102,-7.1,-1.2,-0.2,0.3,2012
Kendall Marshall,7.8,12.6,-0.012,.029,-7.3,-4.5,-0.9,-1.0,2012
John Henson,18.2,17.9,.109,.084,-2.9,0.3,-0.2,1.1,2012
Maurice Harkless,12.5,11.8,.059,.068,-1.0,0.0,0.5,1.0,2012
Tyler Zeller,11.0,15.4,.048,.120,-2.3,-1.7,-0.1,0.1,2012
Terrence Jones,17.1,19.1,.128,.169,2.1,2.2,0.3,2.2,2012
Andrew Nicholson,15.1,9.9,.065,.025,-4.4,-6.7,-0.8,-1.4,2012
Jared Sullinger,13.5,16.4,.146,.091,-0.6,-0.3,0.3,0.9,2012
John Jenkins,13.0,4.7,.091,-0.043,-2.8,-7.5,-0.2,-0.2,2012
Jared Cunningham,14.8,8.5,.033,.075,-6.3,-5.1,0.0,-0.1,2012
Tony Wroten,9.3,12.9,.017,-0.025,-4.2,-4.6,-0.2,-1.2,2012
Miles Plumlee,8.8,14.6,-0.015,.098,-7.8,-1.5,-0.1,0.2,2012
Arnett Moultrie,16.7,6.7,.149,.007,-1.7,-7.0,0.0,-0.2,2012
Perry Jones,7.8,10.1,-0.003,.094,-8.6,-2.5,-0.5,-0.1,2012
Marquis Teague,6.0,3.8,-0.031,-0.059,-7.3,-8.8,-0.5,-0.8,2012
Festus Ezeli,9.3,16.2,.066,.159,-1.4,-1.8,0.2,0.0,2012
Anthony Bennett,6.9,11.4,-0.028,.017,-7.3,-4.8,-0.9,-0.6,2013
Victor Oladipo,13.6,15.9,.026,.065,-0.8,0.0,0.8,1.3,2013
Otto Porter,6.0,11.6,-0.006,.092,-6.8,-0.4,-0.4,0.6,2013
Cody Zeller,13.1,14.1,.090,.123,-1.3,0.4,0.2,0.9,2013
Alex Len,7.3,13.5,.024,.107,-5.9,-1.0,-0.4,0.4,2013
Nerlens Noel,15.0,16.2,.083,.074,0.8,0.7,1.6,1.3,2013
Ben McLemore,7.7,10.4,.016,.045,-3.2,-0.8,-0.6,0.8,2013
Kentavious Caldwell-Pope,9.4,11.2,.055,.052,-2.1,-1.0,0.0,0.6,2013
Trey Burke,12.6,12.6,.020,.050,-2.5,-1.9,-0.3,0.1,2013
C.J. McCollum,9.0,13.1,.019,.089,-4.1,-0.7,-0.3,0.3,2013
Michael Carter-Williams,15.5,14.1,.026,.017,-0.2,-0.7,1.1,0.7,2013
Steven Adams,11.2,14.1,.114,.111,0.3,0.4,0.7,1.1,2013
Kelly Olynyk,15.2,15.9,.101,.120,0.5,2.1,0.9,1.5,2013
Shabazz Muhammad,13.1,19.9,.053,.110,-6.2,-1.8,-0.3,0.0,2013
Shane Larkin,8.3,10.9,-0.010,.045,-4.7,-2.4,-0.3,-0.2,2013
Tony Snell,8.0,10.2,.063,.082,-3.0,-1.5,-0.3,0.2,2013
Gorgui Dieng,16.5,17.2,.129,.108,0.7,2.5,0.5,2.5,2013
Mason Plumlee,19.0,18.0,.176,.131,2.4,0.8,1.4,1.2,2013
Solomon Hill,7.6,10.2,.080,.072,-2.3,-0.3,0.0,1.0,2013
Tim Hardaway,12.7,12.1,.080,.023,-2.3,-4.1,-0.1,-0.9,2013
Reggie Bullock,6.7,6.2,.019,.019,-4.7,-4.0,-0.3,-0.2,2013
Andre Roberson,9.0,9.1,.099,.079,-0.3,0.3,0.2,0.7,2013
Archie Goodwin,10.3,11.2,.018,.014,-4.3,-4.5,-0.3,-0.3,2013
Andrew Wiggins,13.9,16.5,.034,.069,-2.3,-2.1,-0.2,-0.1,2014
Jabari Parker,14.5,14.8,.088,.072,-1.2,-2.4,0.1,-0.2,2014
Joel Embiid,24.1,22.9,.117,.155,3.1,2.6,1.0,2.2,2014
Aaron Gordon,11.4,17.0,.060,.139,-2.8,1.8,-0.2,1.8,2014
Marcus Smart,11.0,11.3,.077,.083,1.1,0.7,1.4,1.1,2014
Julius Randle,-7.5,13.9,-0.276,.035,-16.8,-3.6,-0.1,-0.9,2014
Nik Stauskas,7.5,9.2,.021,.012,-3.9,-3.6,-0.5,-0.7,2014
Noah Vonleh,13.2,8.6,.085,.047,-5.6,-4.0,-0.2,-0.6,2014
Elfrid Payton,13.8,13.9,.044,.050,-0.7,-1.3,0.8,0.4,2014
Doug McDermott,6.1,10.9,-0.005,.073,-8.0,-3.1,-0.5,-0.5,2014
Zach LaVine,11.3,14.3,-0.018,.054,-4.5,-1.4,-1.2,0.4,2014
T.J. Warren,14.0,15.7,.085,.101,-2.1,-1.2,0.0,0.2,2014
Adreian Payne,7.7,2.9,-0.033,-0.039,-5.9,-13.9,-0.7,-0.1,2014
James Young,8.5,3.6,.047,.013,-3.8,-4.6,-0.2,-0.1,2014
Tyler Ennis,7.3,12.0,-0.040,-0.005,-6.7,-6.8,-0.5,-0.1,2014
Gary Harris,4.9,12.7,-0.046,.079,-4.3,0.2,-0.4,1.3,2014
Mitch McGary,16.6,7.4,.127,-0.018,-2.4,-7.7,-0.1,-0.1,2014
Jordan Adams,12.8,17.3,.073,.015,-0.6,1.9,0.1,0.0,2014
Rodney Hood,12.3,14.1,.098,.112,-1.1,0.7,0.2,1.7,2014
Shabazz Napier,9.3,9.6,.024,.004,-2.6,-4.9,-0.2,-0.4,2014
P.J. Hairston,9.0,6.9,.022,.021,-3.5,-4.2,-0.3,-0.7,2014
C.J. Wilcox,8.5,12.9,-0.024,.089,-6.0,-2.4,-0.1,0.0,2014
Josh Huestis,6.7,26.1,.010,.265,-7.4,5.7,-0.1,0.1,2014
Kyle Anderson,8.2,12.9,.044,.133,-2.7,1.8,-0.1,1.2,2014
Karl-Anthony Towns,22.5,25.9,.151,.201,2.8,4.9,3.2,5.3,2015
D'Angelo Russell,13.2,15.3,.001,.033,-1.8,-0.5,0.1,0.7,2015
Jahlil Okafor,17.1,14.8,.037,.050,-4.1,-3.3,-0.8,-0.4,2015
Willie Cauley-Stein,15.3,16.3,.130,.100,0.7,-1.2,1.0,0.3,2015
Stanley Johnson,8.7,7.2,.018,.012,-2.6,-2.0,-0.2,0.0,2015
Frank Kaminsky,12.5,13.0,.093,.056,-1.2,-1.5,0.3,0.2,2015
Justise Winslow,8.4,8.2,.054,-0.009,-0.6,-2.8,0.8,-0.1,2015
Myles Turner,15.4,18.5,.109,.151,-2.3,2.4,-0.1,2.8,2015
Trey Lyles,11.6,9.9,.079,.031,-2.8,-3.0,-0.3,-0.3,2015
Devin Booker,11.9,14.6,.043,.035,-3.1,-2.3,-0.6,-0.2,2015
Cameron Payne,12.9,5.5,.093,-0.035,-1.3,-7.0,0.1,-0.6,2015
Kelly Oubre,8.2,9.1,.031,.061,-5.8,-2.3,-0.7,-0.1,2015
Terry Rozier,5.0,10.9,-0.047,.054,-6.6,-2.5,-0.4,-0.2,2015
Rashad Vaughn,4.2,7.8,-0.036,-0.005,-6.1,-4.9,-1.0,-0.3,2015
Sam Dekker,10.8,13.1,.116,.104,0.5,-1.0,0.0,0.3,2015
Jerian Grant,11.2,13.2,.030,.119,-3.4,-0.3,-0.5,0.4,2015
Delon Wright,17.8,15.0,.124,.117,-0.7,1.1,0.1,0.4,2015
Justin Anderson,12.3,13.9,.083,.074,-1.2,-1.6,0.1,0.1,2015
Bobby Portis,13.8,14.9,.066,.114,-3.3,-3.0,-0.4,-0.3,2015
Rondae Hollis-Jefferson,14.2,13.7,.094,.070,1.2,-1.0,0.5,0.4,2015
Tyus Jones,11.2,13.8,.027,.096,-3.7,-1.8,-0.3,0.0,2015
Jarell Martin,14.0,8.7,.100,.054,-3.2,-6.4,-0.1,-0.6,2015
Larry Nance Jr.,13.4,15.7,.083,.118,-1.4,1.9,0.2,1.4,2015
R.J. Hunter,7.7,-3.2,.045,-0.088,-3.5,-11.4,-0.1,0.0,2015
Chris McCullough,12.2,15.2,.043,.072,-1.0,-4.6,0.1,-0.1,2015
Kevon Looney,18.6,13.6,.192,.155,-9.5,0.4,0.0,0.3,2015
Brandon Ingram,8.5,13.8,-0.007,.068,-3.8,-1.3,-1.1,0.4,2016
Jaylen Brown,10.3,13.7,.053,.100,-4.0,-0.1,-0.7,1.0,2016
Kris Dunn,8.1,14.5,.004,.027,-2.2,-0.1,-0.1,0.7,2016
Buddy Hield,11.8,9.9,.032,.020,-2.7,-3.5,-0.4,-0.4,2016
Jamal Murray,11.9,16.1,.037,.103,-2.6,-0.2,-0.3,1.2,2016
Marquese Chriss,12.3,11.1,.050,.023,-1.6,-2.0,0.2,0.0,2016
Jakob Poeltl,12.2,17.5,.125,.176,-0.7,3.3,0.2,2.0,2016
Domantas Sabonis,6.9,17.5,.022,.126,-4.8,-0.2,-1.2,0.8,2016
Taurean Prince,9.8,12.8,.054,.038,-2.3,-0.7,-0.1,0.8,2016
Denzel Valentine,7.3,12.1,.031,.057,-2.7,-0.5,-0.2,0.8,2016
Wade Baldwin,6.5,16.6,-0.041,.187,-5.7,0.0,-0.4,0.0,2016
Henry Ellenson,7.5,10.5,-0.071,.020,-8.2,-6.8,-0.2,-0.4,2016
Malik Beasley,13.7,9.0,.057,.028,-3.9,-5.1,-0.1,-0.5,2016
Caris LeVert,12.3,14.3,.070,.059,-1.1,-0.5,0.3,0.7,2016
DeAndre Bembry,8.8,7.6,.038,-0.040,-4.3,-4.4,-0.2,-0.3,2016
Malachi Richardson,9.6,5.9,.028,-0.015,-5.5,-6.4,-0.2,-0.4,2016
Brice Johnson,17.2,18.2,-0.165,.082,1.3,-2.8,0.0,0.0,2016
Pascal Siakam,11.5,14.5,.089,.133,-1.1,2.1,0.2,1.7,2016
Skal Labissiere,16.8,14.3,.099,.054,-2.6,-2.6,-0.1,-0.2,2016
Dejounte Murray,9.6,15.1,.004,.087,-4.8,1.2,-0.2,1.4,2016
Damian Jones,5.3,6.8,.018,.031,-9.6,-6.6,-0.2,-0.1,2016
